term,category,shape,n_words,family,operator,variant,outcome,exact,output,mozhi_edits
IRP,security,acronym,1,canonical,canonical,IRP,recovered,yes,please check the IRP now,
IRP,security,acronym,1,spelled,spelled,eye are pea,missed,no,please check the eye are pea now,
IRP,security,acronym,1,spelled,spelled_alt,aye ar pe,wrong,no,please check the aye ARP now,ar pe -> ARP
digital forensics,security,phrase,2,canonical,canonical,digital forensics,recovered,yes,please check the digital forensics now,
digital forensics,security,phrase,2,synthetic,vowel_swap,digital forensucs,recovered,yes,please check the digital forensics now,digital forensucs -> digital forensics
digital forensics,security,phrase,2,synthetic,consonant_swap,digital forensicz,recovered,yes,please check the digital forensics now,digital forensicz -> digital forensics
digital forensics,security,phrase,2,synthetic,double_consonant,digital forennsics,recovered,yes,please check the digital forensics now,digital forennsics -> digital forensics
digital forensics,security,phrase,2,synthetic,drop_last,digita forensics,recovered,yes,please check the digital forensics now,digita forensics -> digital forensics
digital forensics,security,phrase,2,synthetic,respell,digital forensycs,recovered,yes,please check the digital forensics now,digital forensycs -> digital forensics
digital forensics,security,phrase,2,synthetic,split_word,dig ital forensics,recovered,yes,please check the digital forensics now,dig ital forensics -> digital forensics
digital forensics,security,phrase,2,synthetic,merge_words,digitalforensics,missed,no,please check the digitalforensics now,
digital forensics,security,phrase,2,synthetic,swap_words,forensics digital,missed,no,please check the forensics digital now,
digital forensics,security,phrase,2,synthetic,vowel_swap,digital farensics,recovered,yes,please check the digital forensics now,digital farensics -> digital forensics
digital forensics,security,phrase,2,synthetic,consonant_swap,digital forenzics,recovered,yes,please check the digital forensics now,digital forenzics -> digital forensics
chain of custody,security,phrase,3,canonical,canonical,chain of custody,recovered,yes,please check the chain of custody now,
chain of custody,security,phrase,3,synthetic,vowel_swap,chaan of custody,recovered,yes,please check the chain of custody now,chaan of custody -> chain of custody
chain of custody,security,phrase,3,synthetic,consonant_swap,chaim of custody,recovered,yes,please check the chain of custody now,chaim of custody -> chain of custody
chain of custody,security,phrase,3,synthetic,double_consonant,chain of custtody,recovered,yes,please check the chain of custody now,chain of custtody -> chain of custody
chain of custody,security,phrase,3,synthetic,drop_last,chai of custody,recovered,yes,please check the chain of custody now,chai of custody -> chain of custody
chain of custody,security,phrase,3,synthetic,respell,chayn of custody,recovered,yes,please check the chain of custody now,chayn of custody -> chain of custody
chain of custody,security,phrase,3,synthetic,split_word,chain of cus tody,garbled,no,please check the chain of custody tody now,chain of cus -> chain of custody
chain of custody,security,phrase,3,synthetic,merge_words,chain ofcustody,recovered,yes,please check the chain of custody now,chain ofcustody -> chain of custody
chain of custody,security,phrase,3,synthetic,swap_words,of chain custody,recovered,yes,please check the chain of custody now,of chain custody -> chain of custody
chain of custody,security,phrase,3,synthetic,drop_filler,chain custody,recovered,yes,please check the chain of custody now,chain custody -> chain of custody
chain of custody,security,phrase,3,synthetic,vowel_swap,chain of cistody,missed,no,please check the chain of cistody now,
root cause analysis,general,phrase,3,canonical,canonical,root cause analysis,recovered,yes,please check the root cause analysis now,
root cause analysis,general,phrase,3,synthetic,vowel_swap,raot cause analysis,recovered,yes,please check the root cause analysis now,raot cause analysis -> root cause analysis
root cause analysis,general,phrase,3,synthetic,consonant_swap,rood cause analysis,recovered,yes,please check the root cause analysis now,rood cause analysis -> root cause analysis
root cause analysis,general,phrase,3,synthetic,double_consonant,rot cause analysis,recovered,yes,please check the root cause analysis now,rot cause analysis -> root cause analysis
root cause analysis,general,phrase,3,synthetic,drop_last,root caus analysis,recovered,yes,please check the root cause analysis now,root caus analysis -> root cause analysis
root cause analysis,general,phrase,3,synthetic,add_suffix,rootd cause analysis,recovered,yes,please check the root cause analysis now,rootd cause analysis -> root cause analysis
root cause analysis,general,phrase,3,synthetic,respell,root cauce analysis,recovered,yes,please check the root cause analysis now,root cauce analysis -> root cause analysis
root cause analysis,general,phrase,3,synthetic,split_word,root cause analy sis,garbled,no,please check the root cause analysis sis now,root cause analy -> root cause analysis
root cause analysis,general,phrase,3,synthetic,merge_words,root causeanalysis,missed,no,please check the root causeanalysis now,
root cause analysis,general,phrase,3,synthetic,swap_words,root analysis cause,recovered,yes,please check the root cause analysis now,root analysis cause -> root cause analysis
root cause analysis,general,phrase,3,synthetic,vowel_swap,root causi analysis,recovered,yes,please check the root cause analysis now,root causi analysis -> root cause analysis
escalation,general,single_word,1,canonical,canonical,escalation,recovered,yes,please check the escalation now,
escalation,general,single_word,1,synthetic,vowel_swap,escaletion,recovered,yes,please check the escalation now,escaletion -> escalation
escalation,general,single_word,1,synthetic,consonant_swap,escaration,recovered,yes,please check the escalation now,escaration -> escalation
escalation,general,single_word,1,synthetic,double_consonant,esscalation,recovered,yes,please check the escalation now,esscalation -> escalation
escalation,general,single_word,1,synthetic,drop_last,escalatio,recovered,yes,please check the escalation now,escalatio -> escalation
escalation,general,single_word,1,synthetic,respell,escalashun,recovered,yes,please check the escalation now,escalashun -> escalation
escalation,general,single_word,1,synthetic,split_word,escala tion,recovered,yes,please check the escalation now,escala tion -> escalation
escalation,general,single_word,1,synthetic,vowel_swap,escelation,recovered,yes,please check the escalation now,escelation -> escalation
escalation,general,single_word,1,synthetic,consonant_swap,escaladion,recovered,yes,please check the escalation now,escaladion -> escalation
escalation,general,single_word,1,synthetic,double_consonant,esccalation,recovered,yes,please check the escalation now,esccalation -> escalation
escalation,general,single_word,1,synthetic,respell,escalatyon,recovered,yes,please check the escalation now,escalatyon -> escalation
functional escalation,general,phrase,2,canonical,canonical,functional escalation,recovered,yes,please check the functional escalation now,
functional escalation,general,phrase,2,synthetic,vowel_swap,fenctional escalation,missed,no,please check the fenctional escalation now,
functional escalation,general,phrase,2,synthetic,consonant_swap,functional eskalation,recovered,yes,please check the functional escalation now,functional eskalation -> functional escalation
functional escalation,general,phrase,2,synthetic,double_consonant,functtional escalation,missed,no,please check the functtional escalation now,
functional escalation,general,phrase,2,synthetic,drop_last,functiona escalation,missed,no,please check the functiona escalation now,
functional escalation,general,phrase,2,synthetic,respell,functional escalashun,recovered,yes,please check the functional escalation now,functional escalashun -> functional escalation
functional escalation,general,phrase,2,synthetic,split_word,functi onal escalation,missed,no,please check the functi onal escalation now,
functional escalation,general,phrase,2,synthetic,merge_words,functionalescalation,missed,no,please check the functionalescalation now,
functional escalation,general,phrase,2,synthetic,swap_words,escalation functional,missed,no,please check the escalation functional now,
functional escalation,general,phrase,2,synthetic,vowel_swap,functianal escalation,missed,no,please check the functianal escalation now,
functional escalation,general,phrase,2,synthetic,consonant_swap,functionar escalation,missed,no,please check the functionar escalation now,
hierarchical escalation,general,phrase,2,canonical,canonical,hierarchical escalation,recovered,yes,please check the hierarchical escalation now,
hierarchical escalation,general,phrase,2,synthetic,vowel_swap,hierarchecal escalation,missed,no,please check the hierarchecal escalation now,
hierarchical escalation,general,phrase,2,synthetic,consonant_swap,hierarchical escaration,recovered,yes,please check the hierarchical escalation now,hierarchical escaration -> hierarchical escalation
hierarchical escalation,general,phrase,2,synthetic,double_consonant,hierarchiccal escalation,missed,no,please check the hierarchiccal escalation now,
